START_DATE*,END_DATE*,START*,STOP*,MILES*,PLACE_TYPE*,USER*
3/24/2016 20:34,3/24/2016 20:40,Westpark Place,Whitebridge,2.2,GYM,Mark Rodriguez DDS
3/25/2016 13:24,3/25/2016 16:22,Cary,Latta,144.0,PLAY ARENA,John Peters
3/25/2016 16:52,3/25/2016 22:22,Latta,Jacksonville,310.3,BAR,Wesley Wilson
3/25/2016 22:54,3/26/2016 1:39,Jacksonville,Kissimmee,201.0,BAR,Patricia Marshall
3/26/2016 14:05,3/26/2016 14:29,Couples Glen,Isles of Buena Vista,6.7,SHOPPING,Mark Rodriguez DDS
3/26/2016 15:19,3/26/2016 15:49,Kissimmee,Orlando,8.8,SHOPPING,Sarah Peck
3/26/2016 16:26,3/26/2016 16:30,Lake Reams,Lake Reams,1.2,RESTAURANT,Ryan Barnes
3/27/2016 0:31,3/27/2016 0:40,Lake Reams,Lake Reams,2.1,OFFICE,Patricia Marshall
3/27/2016 1:11,3/27/2016 1:23,Orlando,Kissimmee,6.6,OTHERS,Lance Chan
3/27/2016 15:31,3/27/2016 15:56,Kissimmee,Orlando,6.1,OTHERS,David Hartman
3/27/2016 21:26,3/27/2016 21:41,Orlando,Orlando,6.9,OTHERS,Alexis Wang
3/27/2016 23:04,3/27/2016 23:18,Orlando,Kissimmee,7.3,BAR,David Patel
3/28/2016 12:29,3/28/2016 12:42,Kissimmee,Orlando,3.6,SHOPPING,David Hartman
3/28/2016 19:30,3/28/2016 20:23,Couples Glen,Vista East,27.2,PLAY ARENA,Michael Mckinney
3/28/2016 22:55,3/28/2016 23:26,Orlando,Kissimmee,25.7,OFFICE,William Walker
3/29/2016 15:27,3/29/2016 16:11,Kissimmee,Orlando,13.6,RESTAURANT,Amber Young
3/29/2016 18:20,3/29/2016 18:39,Sand Lake Commons,Sky Lake,6.2,GYM,Sophia Hernandez
3/29/2016 20:29,3/29/2016 20:44,Sky Lake,Sand Lake Commons,6.0,GYM,Aaron Webb
3/29/2016 23:04,3/29/2016 23:21,Orlando,Kissimmee,13.8,SHOPPING,Patricia Marshall
3/30/2016 22:05,3/30/2016 22:55,Orlando,Kissimmee,28.8,OTHERS,John Peters
3/31/2016 12:47,3/31/2016 13:22,Kissimmee,Orlando,16.1,RESTAURANT,David Patel
3/31/2016 14:37,3/31/2016 15:09,Orlando,Kissimmee,16.4,BAR,Rose Cruz
4/1/2016 13:43,4/1/2016 14:01,Kissimmee,Kissimmee,11.0,OTHERS,Michelle Day
4/1/2016 14:36,4/1/2016 15:24,Kissimmee,Orlando,15.5,RESTAURANT,Chad Davis
4/1/2016 16:01,4/1/2016 16:49,Orlando,Kissimmee,20.3,BAR,Nicole Garrett
4/1/2016 16:52,4/1/2016 16:57,Kissimmee,Kissimmee,0.7,SHOPPING,Paul Smith
4/2/2016 8:48,4/2/2016 9:04,Kissimmee,Kissimmee,5.5,GYM,William Jennings
4/2/2016 11:01,4/2/2016 11:16,Kissimmee,Kissimmee,5.1,SHOPPING,Jeremy Price
4/2/2016 12:21,4/2/2016 14:47,Kissimmee,Daytona Beach,77.3,BAR,Margaret Brock
4/2/2016 16:57,4/2/2016 18:09,Daytona Beach,Jacksonville,80.5,OTHERS,Mark Rodriguez DDS
4/2/2016 19:38,4/2/2016 22:36,Jacksonville,Ridgeland,174.2,RESTAURANT,George Thomas Jr.
4/2/2016 23:11,4/3/2016 1:34,Ridgeland,Florence,144.0,BAR,David Rodriguez
4/3/2016 2:00,4/3/2016 4:16,Florence,Cary,159.3,PLAY ARENA,Nancy Brennan
4/5/2016 21:39,4/5/2016 21:55,Whitebridge,Wayne Ridge,7.9,BAR,Samantha Coleman
4/6/2016 0:19,4/6/2016 0:39,Wayne Ridge,Whitebridge,8.0,PLAY ARENA,Rachel Williams
4/7/2016 18:20,4/7/2016 18:39,Cary,Morrisville,6.1,OFFICE,Sarah Peck
4/7/2016 19:45,4/7/2016 20:00,Morrisville,Cary,6.1,OFFICE,Nancy Brennan
4/8/2016 12:30,4/8/2016 12:48,Cary,Durham,10.5,PLAY ARENA,Wesley Wilson
4/8/2016 13:34,4/8/2016 13:51,Durham,Cary,8.7,OTHERS,Rose Cruz
4/8/2016 13:55,4/8/2016 14:03,Westpark Place,Whitebridge,1.8,PLAY ARENA,Samantha Coleman
4/8/2016 14:43,4/8/2016 15:20,Cary,Raleigh,19.1,PLAY ARENA,David Rodriguez
4/8/2016 16:05,4/8/2016 16:47,Raleigh,Cary,18.6,GYM,David Whitaker
4/12/2016 9:15,4/12/2016 9:26,Whitebridge,Edgehill Farms,2.8,BAR,Michelle Day
4/12/2016 9:34,4/12/2016 9:53,Cary,Raleigh,8.9,GYM,Mark Rodriguez DDS
4/12/2016 10:58,4/12/2016 11:18,Meredith,Cedar Hill,7.5,GYM,Rose Cruz
4/12/2016 12:22,4/12/2016 12:44,Raleigh,Morrisville,15.9,BAR,Margaret Brock
4/12/2016 13:42,4/12/2016 14:01,Morrisville,Cary,6.5,BAR,Alexis Barry
4/14/2016 7:29,4/14/2016 8:09,Cary,Holly Springs,15.3,OTHERS,Patricia Marshall
4/14/2016 16:00,4/14/2016 16:43,Holly Springs,Cary,13.7,SHOPPING,Nancy Brennan
4/15/2016 11:36,4/15/2016 12:07,Cary,Raleigh,11.9,OTHERS,David Patel
4/15/2016 12:29,4/15/2016 12:32,Meredith Townes,Harden Place,1.4,RESTAURANT,Troy Stewart
4/15/2016 14:31,4/15/2016 15:01,Raleigh,Cary,15.2,OFFICE,Maria Tran
4/16/2016 12:59,4/16/2016 13:17,Cary,Morrisville,6.0,PLAY ARENA,Alexandra Lewis
4/16/2016 15:10,4/16/2016 15:26,Morrisville,Cary,6.1,OFFICE,Sophia Hernandez
4/19/2016 17:44,4/19/2016 18:08,Whitebridge,Wayne Ridge,8.2,PLAY ARENA,Kylie Gordon
4/19/2016 19:57,4/19/2016 20:19,Wayne Ridge,Whitebridge,8.0,PLAY ARENA,Rose Cruz
4/22/2016 8:25,4/22/2016 9:04,Cary,Raleigh,13.6,OTHERS,Courtney Jones
4/22/2016 10:10,4/22/2016 10:40,Raleigh,Cary,22.5,SHOPPING,David Rodriguez
4/22/2016 12:08,4/22/2016 12:28,Cary,Durham,10.4,OTHERS,Heather Mcguire
4/22/2016 13:02,4/22/2016 13:26,Durham,Cary,10.0,OTHERS,Wesley Wilson
4/23/2016 17:03,4/23/2016 17:16,Whitebridge,Tanglewood,6.0,PLAY ARENA,Traci Braun
4/23/2016 18:49,4/23/2016 19:05,Tanglewood,Whitebridge,6.5,GYM,Ryan Barnes
4/24/2016 19:07,4/24/2016 19:16,Cary,Morrisville,3.1,RESTAURANT,John Medina
4/24/2016 19:46,4/24/2016 19:52,Chessington,Chessington,1.9,GYM,Alexis Wang
4/24/2016 21:41,4/24/2016 21:50,Morrisville,Cary,4.2,PLAY ARENA,Troy Stewart
4/27/2016 13:30,4/27/2016 13:40,Whitebridge,Burtrose,4.9,OFFICE,Wesley Wilson
4/27/2016 14:13,4/27/2016 14:25,Burtrose,Whitebridge,4.8,PLAY ARENA,Kelly Torres
4/28/2016 12:09,4/28/2016 12:34,Cary,Raleigh,12.4,PLAY ARENA,William Jennings
4/28/2016 13:30,4/28/2016 13:49,Raleigh,Cary,32.8,BAR,David Patel
4/28/2016 22:10,4/28/2016 22:28,Morrisville,Cary,5.5,SHOPPING,Elizabeth Gross
4/29/2016 11:44,4/29/2016 12:01,Cary,Durham,9.9,GYM,Rose Cruz
4/29/2016 13:13,4/29/2016 13:34,Durham,Cary,10.0,OTHERS,Alexandria Barrett
4/29/2016 18:46,4/29/2016 19:18,Cary,Durham,14.2,OFFICE,Courtney Jones
4/29/2016 22:44,4/29/2016 23:19,Durham,Cary,18.2,OTHERS,Tracy Hanna
4/30/2016 18:42,4/30/2016 18:57,Whitebridge,Waverly Place,7.7,OTHERS,William Jennings
4/30/2016 22:16,4/30/2016 22:34,Waverly Place,Whitebridge,6.8,BAR,Samantha Coleman
5/1/2016 13:45,5/1/2016 13:53,Whitebridge,Westpark Place,2.1,GYM,Rachel Williams
5/1/2016 14:26,5/1/2016 14:31,Westpark Place,Whitebridge,2.3,OTHERS,Heather Maxwell
5/1/2016 17:33,5/1/2016 17:45,Whitebridge,Tanglewood,6.2,PLAY ARENA,Rose Cruz
5/1/2016 17:54,5/1/2016 18:10,Tanglewood,Parkway,7.5,PLAY ARENA,David Rodriguez
5/1/2016 22:38,5/1/2016 22:49,Parkway,Whitebridge,3.1,OFFICE,Heather Mcguire
5/2/2016 14:14,5/2/2016 14:21,Whitebridge,Westpark Place,2.2,SHOPPING,Traci Braun
5/2/2016 15:37,5/2/2016 15:48,Westpark Place,Whitebridge,3.9,BAR,Aaron Webb
5/3/2016 22:20,5/3/2016 22:28,Morrisville,Cary,2.5,BAR,William Walker
5/4/2016 15:16,5/4/2016 15:37,Cary,Morrisville,8.7,PLAY ARENA,Tracy Hanna
5/4/2016 20:55,5/4/2016 21:14,Mcvan,Capitol One,14.5,BAR,Cynthia Campbell
5/4/2016 21:30,5/4/2016 21:36,Capitol One,University District,4.5,OFFICE,Ryan Barnes
5/4/2016 22:19,5/4/2016 22:27,University District,Capitol One,5.0,GYM,Wesley Wilson
5/5/2016 21:24,5/5/2016 21:36,Seattle,Redmond,14.2,SHOPPING,Steven Jones
5/5/2016 22:34,5/5/2016 22:40,Redmond,Bellevue,2.9,GYM,Kelly Torres
5/5/2016 23:55,5/6/2016 0:08,Bellevue,Seattle,12.9,OFFICE,Elizabeth Gross
5/6/2016 5:47,5/6/2016 6:02,Capitol One,Mcvan,14.4,RESTAURANT,Heather Maxwell
5/6/2016 16:45,5/6/2016 16:59,Chapel Hill,Morrisville,17.0,PLAY ARENA,Kelly Torres
5/6/2016 17:18,5/6/2016 17:44,Morrisville,Cary,7.9,OTHERS,Lynn Elliott
5/9/2016 6:08,5/9/2016 6:25,Cary,Morrisville,8.4,SHOPPING,Nancy Brennan
5/9/2016 14:39,5/9/2016 15:06,San Francisco,Palo Alto,20.5,PLAY ARENA,John Peters
5/9/2016 17:58,5/9/2016 18:26,Palo Alto,Sunnyvale,9.8,BAR,Nancy Brennan
5/9/2016 19:35,5/9/2016 19:59,Sunnyvale,Newark,17.6,BAR,Alexandra Lewis
5/10/2016 9:03,5/10/2016 9:20,Newark,Menlo Park,9.3,SHOPPING,Tracy Hanna
5/10/2016 17:19,5/10/2016 17:31,Menlo Park,Newark,7.9,RESTAURANT,David Whitaker
5/11/2016 8:35,5/11/2016 9:12,Newark,San Francisco,25.6,SHOPPING,Amber Young
5/11/2016 21:47,5/11/2016 22:04,Morrisville,Cary,8.1,BAR,Paul Smith
5/14/2016 18:35,5/14/2016 18:39,Cary,Morrisville,3.1,RESTAURANT,Chad Davis
5/14/2016 23:01,5/14/2016 23:05,Morrisville,Cary,3.1,PLAY ARENA,Erika Brown
5/17/2016 13:15,5/17/2016 13:23,Whitebridge,Preston,2.8,PLAY ARENA,Nancy Brennan
5/17/2016 13:56,5/17/2016 14:08,Preston,Westpark Place,2.7,PLAY ARENA,Michelle Day
5/17/2016 14:34,5/17/2016 14:40,Westpark Place,Whitebridge,1.9,OFFICE,Traci Braun
5/18/2016 9:11,5/18/2016 9:41,Cary,Morrisville,8.4,BAR,David Patel
5/18/2016 13:00,5/18/2016 13:02,Morrisville,Raleigh,7.6,BAR,Lynn Elliott
5/19/2016 14:37,5/19/2016 15:01,Old City,Parkway Museums,2.9,OFFICE,Alexis Barry
5/20/2016 10:56,5/20/2016 11:07,Old City,Hog Island,11.2,SHOPPING,William Walker
5/20/2016 15:43,5/20/2016 16:12,Morrisville,Cary,8.2,PLAY ARENA,Alexis Wang
5/22/2016 15:39,5/22/2016 15:46,Cary,Morrisville,3.0,GYM,Troy Stewart
5/22/2016 18:46,5/22/2016 18:53,Morrisville,Cary,2.5,BAR,Lynn Elliott
5/23/2016 20:19,5/23/2016 20:27,Whitebridge,Savon Height,3.6,OTHERS,Nancy Brennan
5/23/2016 21:09,5/23/2016 21:21,Savon Height,Whitebridge,3.6,SHOPPING,Patricia Marshall
5/27/2016 20:26,5/27/2016 20:30,Whitebridge,Kildaire Farms,4.5,BAR,Jeremy Price
5/27/2016 20:47,5/27/2016 20:53,Savon Height,Kilarney Woods,1.2,PLAY ARENA,Alexandra Lewis
5/27/2016 22:11,5/27/2016 22:14,Kilarney Woods,Kildaire Farms,1.7,BAR,Mark Rodriguez DDS
5/28/2016 0:15,5/28/2016 0:21,Kilarney Woods,Whitebridge,4.7,SHOPPING,Lynn Elliott
5/28/2016 12:52,5/28/2016 13:06,Cary,Morrisville,6.1,OTHERS,Margaret Brock
5/28/2016 14:35,5/28/2016 15:04,Morrisville,Cary,11.3,OFFICE,Troy Stewart
5/31/2016 13:54,5/31/2016 14:41,Cary,Raleigh,14.9,OTHERS,Troy Stewart
5/31/2016 16:02,5/31/2016 16:39,Raleigh,Cary,14.0,PLAY ARENA,Alexis Wang
5/31/2016 17:50,5/31/2016 17:59,Westpark Place,Whitebridge,1.8,RESTAURANT,Nicole Garrett
6/1/2016 10:19,6/1/2016 10:47,Cary,Morrisville,6.7,BAR,Kelly Torres
6/1/2016 13:10,6/1/2016 13:39,Morrisville,Cary,9.6,RESTAURANT,Nicole Garrett
6/3/2016 11:29,6/3/2016 11:49,Cary,Durham,10.4,OTHERS,Rachel Williams
6/3/2016 13:08,6/3/2016 13:38,Durham,Cary,9.9,RESTAURANT,Courtney Jones
6/3/2016 15:31,6/3/2016 15:54,Cary,Morrisville,6.0,RESTAURANT,David Patel
6/3/2016 18:14,6/3/2016 18:29,Townes at Everett Crossing,Chessington,3.3,OTHERS,Paul Smith
6/3/2016 18:41,6/3/2016 18:53,Morrisville,Cary,3.1,RESTAURANT,Erika Brown
6/3/2016 19:36,6/3/2016 19:42,Huntington Woods,Weston,1.7,PLAY ARENA,Alexandra Lewis
6/3/2016 22:47,6/3/2016 23:06,Morrisville,Cary,4.0,SHOPPING,Chad Davis
6/5/2016 14:03,6/5/2016 14:33,Whitebridge,Savon Height,7.8,SHOPPING,Alexis Wang
6/5/2016 15:06,6/5/2016 15:22,Cary,Morrisville,7.8,OFFICE,William Jennings
6/5/2016 15:57,6/5/2016 16:08,Weston,Weston,3.8,OTHERS,Nancy Brennan
6/5/2016 18:05,6/5/2016 18:14,Morrisville,Cary,2.5,SHOPPING,Michelle Day
6/5/2016 21:53,6/5/2016 22:05,Cary,Durham,9.9,OTHERS,Nicole Garrett
6/5/2016 23:52,6/6/2016 0:08,Durham,Cary,9.9,OFFICE,Richard Reid
6/6/2016 15:36,6/6/2016 15:45,Whitebridge,Hazelwood,3.0,OTHERS,Patricia Marshall
6/6/2016 16:16,6/6/2016 16:24,Hazelwood,Whitebridge,2.4,PLAY ARENA,Margaret Brock
6/6/2016 20:06,6/6/2016 20:20,Cary,Apex,5.7,SHOPPING,Samantha Coleman
6/6/2016 21:08,6/6/2016 21:37,Apex,Cary,7.2,OTHERS,Matthew Russell
6/6/2016 21:41,6/6/2016 22:00,Cary,Durham,10.4,RESTAURANT,Richard Reid
6/6/2016 23:34,6/6/2016 23:48,Durham,Cary,9.9,OTHERS,Kylie Gordon
6/7/2016 21:42,6/7/2016 22:00,Cary,Durham,10.4,SHOPPING,Alexandria Barrett
6/7/2016 23:41,6/8/2016 0:04,Durham,Cary,9.9,BAR,Amber Young
6/8/2016 8:23,6/8/2016 8:53,Cary,Morrisville,8.7,BAR,Mark Rodriguez DDS
6/8/2016 12:04,6/8/2016 13:01,Jamaica,New York,22.3,GYM,Alexis Wang
6/8/2016 13:12,6/8/2016 13:29,Seaport,Gramercy-Flatiron,3.3,PLAY ARENA,David Rodriguez
6/8/2016 14:31,6/8/2016 14:37,Medical Centre,Tudor City,0.7,SHOPPING,Sarah Peck
6/8/2016 16:55,6/8/2016 17:11,Rose Hill,Soho,2.5,OTHERS,Sophia Hernandez
6/8/2016 17:16,6/8/2016 17:18,Soho,Tribeca,0.5,OTHERS,Tracy Hanna
6/8/2016 17:59,6/8/2016 18:05,Tribeca,Financial District,0.9,OTHERS,Brendan Rivera
6/8/2016 20:11,6/8/2016 20:25,Financial District,Kips Bay,4.8,PLAY ARENA,David Patel
6/10/2016 15:19,6/10/2016 16:28,New York,Jamaica,16.3,SHOPPING,Traci Braun
6/10/2016 21:47,6/10/2016 22:04,Cary,Durham,10.4,SHOPPING,Lance Chan
6/10/2016 23:53,6/11/2016 0:01,Durham,Cary,9.9,RESTAURANT,Ryan Barnes
6/11/2016 17:08,6/11/2016 17:16,Cary,Morrisville,3.7,OTHERS,Matthew Russell
6/11/2016 17:34,6/11/2016 17:39,Morrisville,Cary,4.6,BAR,Matthew Russell
6/11/2016 17:50,6/11/2016 17:56,Westpark Place,Whitebridge,1.7,BAR,John Peters
6/11/2016 21:45,6/11/2016 22:04,Cary,Durham,10.4,SHOPPING,Kelly Torres
6/11/2016 23:39,6/12/2016 0:05,Durham,Cary,9.9,PLAY ARENA,Michelle Day
6/12/2016 19:53,6/12/2016 19:56,Cary,Morrisville,2.5,RESTAURANT,Sophia Hernandez
6/12/2016 20:05,6/12/2016 20:16,Morrisville,Cary,4.3,OFFICE,Sophia Hernandez
6/12/2016 21:58,6/12/2016 22:19,Parkway,Whitebridge,2.8,BAR,William Jennings
6/13/2016 5:23,6/13/2016 5:42,Cary,Morrisville,8.4,PLAY ARENA,Richard Reid
6/13/2016 14:17,6/13/2016 14:46,Oakland,Emeryville,13.2,OFFICE,Margaret Brock
6/13/2016 18:08,6/13/2016 18:47,Emeryville,Berkeley,3.9,OFFICE,Troy Stewart
6/13/2016 18:54,6/13/2016 19:23,Berkeley,Oakland,5.1,SHOPPING,William Walker
6/13/2016 20:00,6/13/2016 20:05,Oakland,Unknown Location,5.2,RESTAURANT,Heather Maxwell
6/14/2016 12:03,6/14/2016 12:21,Emeryville,San Francisco,9.8,BAR,David Patel
6/14/2016 16:09,6/14/2016 16:39,San Francisco,Emeryville,11.6,RESTAURANT,William Jennings
6/14/2016 17:15,6/14/2016 17:24,Emeryville,Oakland,5.1,OFFICE,Elizabeth Gross
6/14/2016 17:27,6/14/2016 17:57,Downtown,Bay Farm Island,9.3,PLAY ARENA,Alexis Wang
6/15/2016 1:46,6/15/2016 2:06,Kenner,New Orleans,12.4,RESTAURANT,Heather Mcguire
6/15/2016 15:26,6/15/2016 15:34,CBD,Lower Garden District,1.9,GYM,Nicole Garrett
6/15/2016 16:37,6/15/2016 17:02,Lower Garden District,Lakeview,6.4,BAR,Rose Cruz
6/15/2016 17:29,6/15/2016 17:49,Lakeview,Storyville,5.5,RESTAURANT,Michelle Day
6/15/2016 19:52,6/15/2016 19:58,Storyville,Faubourg Marigny,1.5,GYM,Alexandria Barrett
6/16/2016 13:36,6/16/2016 14:30,New Orleans,Metairie,14.5,RESTAURANT,Rachel Williams
6/16/2016 14:42,6/16/2016 14:46,Metairie,Kenner,2.7,BAR,George Thomas Jr.
6/16/2016 15:17,6/16/2016 15:41,Kenner,New Orleans,15.0,PLAY ARENA,Mark Rodriguez DDS
6/16/2016 19:39,6/16/2016 19:56,New Orleans,Kenner,12.9,PLAY ARENA,Matthew Russell
6/16/2016 21:43,6/16/2016 21:56,Kenner,New Orleans,13.6,PLAY ARENA,Chad Davis
6/17/2016 16:11,6/17/2016 16:44,New Orleans,Kenner,12.2,PLAY ARENA,Courtney Jones
6/18/2016 0:29,6/18/2016 0:51,Morrisville,Cary,8.7,OFFICE,Erika Brown
6/19/2016 2:39,6/19/2016 2:50,Cary,Raleigh,6.0,RESTAURANT,David Rodriguez
6/19/2016 5:51,6/19/2016 6:00,Raleigh,Cary,5.9,OFFICE,Michelle Day
6/21/2016 15:39,6/21/2016 16:08,Cary,Raleigh,19.3,PLAY ARENA,Mark Rodriguez DDS
6/21/2016 17:11,6/21/2016 18:02,Raleigh,Cary,16.6,GYM,Troy Stewart
6/24/2016 10:41,6/24/2016 10:57,Whitebridge,Waverly Place,7.1,OTHERS,Alexandra Lewis
6/24/2016 11:54,6/24/2016 12:01,Waverly Place,Macgregor Downs,2.1,OTHERS,Kelly Torres
6/24/2016 12:19,6/24/2016 12:37,Cary,Raleigh,8.6,PLAY ARENA,William Jennings
6/24/2016 12:50,6/24/2016 13:12,Raleigh,Morrisville,9.0,OFFICE,Samantha Coleman
6/24/2016 13:18,6/24/2016 13:27,Morrisville,Cary,3.1,SHOPPING,David Hartman
6/24/2016 14:01,6/24/2016 14:20,Cary,Morrisville,8.4,PLAY ARENA,Richard Reid
6/24/2016 20:44,6/24/2016 21:02,Kenner,New Orleans,12.8,OTHERS,Chad Davis
6/25/2016 9:03,6/25/2016 9:12,CBD,Bywater,4.5,RESTAURANT,Kelly Torres
6/25/2016 9:15,6/25/2016 10:08,New Orleans,Chalmette,11.8,OTHERS,John Medina
6/25/2016 10:18,6/25/2016 10:25,Chalmette,Arabi,1.1,RESTAURANT,Heather Maxwell
6/25/2016 10:50,6/25/2016 11:18,Arabi,Metairie,17.0,RESTAURANT,Brendan Rivera
6/25/2016 11:25,6/25/2016 11:34,Pontchartrain Shores,Pontchartrain Shores,1.7,PLAY ARENA,Traci Braun
6/25/2016 11:53,6/25/2016 13:21,Metairie,New Orleans,15.5,BAR,Matthew Russell
6/25/2016 19:47,6/25/2016 19:58,Storyville,Marigny,1.6,PLAY ARENA,Paul Smith
6/25/2016 23:19,6/25/2016 23:26,Marigny,Storyville,1.5,RESTAURANT,Rachel Williams
6/26/2016 17:43,6/26/2016 18:18,New Orleans,Kenner,12.6,OFFICE,Margaret Brock
6/26/2016 18:45,6/26/2016 19:12,Pontchartrain Shores,Pontchartrain Shores,4.8,GYM,Erika Brown
6/26/2016 19:41,6/26/2016 19:50,Kenner,Kenner,2.2,OFFICE,Heather Mcguire
6/26/2016 21:14,6/26/2016 21:42,Kenner,New Orleans,13.0,OTHERS,Lynn Elliott
6/27/2016 7:37,6/27/2016 8:48,New Orleans,Covington,46.9,OFFICE,Lance Chan
6/27/2016 8:51,6/27/2016 9:00,Covington,Covington,2.5,BAR,David Whitaker
6/27/2016 9:05,6/27/2016 9:33,Covington,Covington,8.6,RESTAURANT,Cynthia Campbell
6/27/2016 9:43,6/27/2016 10:08,Covington,Covington,5.2,SHOPPING,Nancy Brennan
6/27/2016 10:22,6/27/2016 10:39,Covington,Covington,7.6,GYM,Michael Mckinney
6/27/2016 10:51,6/27/2016 10:58,Covington,Covington,1.8,PLAY ARENA,Margaret Brock
6/27/2016 11:06,6/27/2016 11:24,Covington,Mandeville,4.7,GYM,Rachel Williams
6/27/2016 11:30,6/27/2016 11:42,Mandeville,Mandeville,2.8,RESTAURANT,Patricia Marshall
6/27/2016 12:22,6/27/2016 13:02,Mandeville,Metairie,30.0,OTHERS,Chad Davis
6/27/2016 13:56,6/27/2016 14:05,Metairie,Kenner,4.4,RESTAURANT,John Peters
6/27/2016 21:09,6/27/2016 21:19,Jamestown Court,Jamestown Court,1.0,SHOPPING,Aaron Webb
6/28/2016 0:48,6/28/2016 1:05,Morrisville,Cary,8.2,SHOPPING,Alexandra Lewis
6/28/2016 20:13,6/28/2016 20:33,Cary,Durham,10.4,SHOPPING,Samantha Coleman
6/28/2016 23:34,6/28/2016 23:59,Durham,Cary,9.9,BAR,David Patel
6/28/2016 23:34,6/28/2016 23:59,Durham,Cary,9.9,OFFICE,Samantha Coleman
6/29/2016 8:56,6/29/2016 9:24,Cary,Morrisville,7.3,PLAY ARENA,Troy Stewart
6/29/2016 10:22,6/29/2016 10:38,Morrisville,Cary,7.4,OFFICE,Jeremy Price
6/29/2016 11:49,6/29/2016 11:51,Whitebridge,Westpark Place,1.6,PLAY ARENA,Rachel Williams
6/29/2016 12:11,6/29/2016 12:16,Westpark Place,Whitebridge,1.8,RESTAURANT,Rachel Williams
6/29/2016 20:11,6/29/2016 20:29,Cary,Durham,10.4,SHOPPING,Troy Stewart
6/29/2016 23:38,6/30/2016 0:00,Durham,Cary,9.9,OTHERS,Nicole Garrett
6/30/2016 20:09,6/30/2016 20:26,Cary,Durham,9.9,OFFICE,Kelly Torres
7/1/2016 0:00,7/1/2016 0:25,Durham,Cary,9.9,OFFICE,Ryan Barnes
7/1/2016 9:34,7/1/2016 9:57,Cary,Raleigh,13.3,PLAY ARENA,David Patel
7/1/2016 12:36,7/1/2016 13:00,Raleigh,Cary,11.3,OTHERS,Heather Mcguire
7/1/2016 20:06,7/1/2016 20:24,Cary,Durham,10.5,BAR,William Jennings
7/1/2016 23:48,7/2/2016 0:09,Durham,Cary,9.9,OFFICE,Alexis Barry
7/2/2016 20:18,7/2/2016 20:36,Cary,Durham,10.1,RESTAURANT,Alexis Barry
7/2/2016 23:48,7/3/2016 0:12,Durham,Cary,9.9,RESTAURANT,Nancy Brennan
7/3/2016 0:28,7/3/2016 0:38,Cary,Morrisville,3.1,PLAY ARENA,Kylie Gordon
7/3/2016 3:02,7/3/2016 3:08,Morrisville,Cary,3.1,RESTAURANT,Kelly Torres
7/3/2016 20:00,7/3/2016 20:18,Cary,Durham,9.9,PLAY ARENA,Patricia Marshall
7/4/2016 0:32,7/4/2016 0:47,Durham,Cary,9.9,BAR,Mark Rodriguez DDS
7/4/2016 17:31,7/4/2016 17:49,Whitebridge,Summerwinds,8.8,SHOPPING,Ryan Barnes
7/4/2016 18:23,7/4/2016 18:49,Summerwinds,Whitebridge,8.7,OFFICE,Patricia Marshall
7/4/2016 20:00,7/4/2016 20:17,Cary,Durham,11.8,OTHERS,Samantha Coleman
7/5/2016 0:00,7/5/2016 0:05,Parkwood,Parkwood,1.2,OTHERS,Michael Mckinney
7/5/2016 0:08,7/5/2016 0:28,Durham,Cary,9.9,GYM,Alexandria Barrett
7/5/2016 16:48,7/5/2016 16:52,Whitebridge,Whitebridge,0.6,BAR,Paul Smith
7/5/2016 20:06,7/5/2016 20:26,Cary,Durham,9.9,BAR,Richard Reid
7/5/2016 22:41,7/5/2016 23:02,Durham,Morrisville,8.6,GYM,Heather Mcguire
7/6/2016 0:33,7/6/2016 0:53,Morrisville,Cary,6.3,RESTAURANT,Heather Maxwell
7/6/2016 9:06,7/6/2016 9:25,Cary,Durham,9.9,RESTAURANT,David Whitaker
7/6/2016 12:48,7/6/2016 13:08,Durham,Cary,9.9,SHOPPING,Kylie Gordon
7/6/2016 20:04,7/6/2016 20:14,Cary,Morrisville,3.3,OTHERS,John Peters
7/6/2016 23:46,7/6/2016 23:59,Morrisville,Cary,3.1,BAR,Lynn Elliott
7/7/2016 8:22,7/7/2016 8:50,Cary,Morrisville,7.9,PLAY ARENA,Patricia Marshall
7/7/2016 10:27,7/7/2016 10:33,Morrisville,Cary,8.9,BAR,Maria Tran
7/7/2016 12:59,7/7/2016 13:35,Kenner,New Orleans,12.8,OTHERS,William Jennings
7/8/2016 9:50,7/8/2016 10:13,CBD,Pontchartrain Beach,7.7,GYM,Alexis Wang
7/8/2016 10:51,7/8/2016 11:12,Pontchartrain Beach,CBD,7.0,SHOPPING,Mark Rodriguez DDS
7/8/2016 13:48,7/8/2016 14:11,New Orleans,Metairie,12.5,OTHERS,Lance Chan
7/8/2016 17:11,7/8/2016 17:30,Kenner,New Orleans,13.2,RESTAURANT,William Jennings
7/9/2016 9:03,7/9/2016 9:46,New Orleans,Kenner,13.0,OFFICE,Erika Brown
7/9/2016 9:52,7/9/2016 10:06,Kenner,Metairie,4.9,BAR,Troy Stewart
7/9/2016 10:15,7/9/2016 10:33,Metairie,New Orleans,8.5,SHOPPING,David Whitaker
7/10/2016 14:10,7/10/2016 14:17,CBD,St Thomas,1.3,OFFICE,Tracy Hanna
7/10/2016 16:04,7/10/2016 16:15,St Thomas,CBD,1.8,BAR,Steven Jones
